tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
6037408629,107344,868,Above Moderate Income,No,No,No,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2808,18973272.31,19444.05219
6037408631,81139,1479,Low Income,No,No,Yes,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2809,15959625.17,16563.01524
6037408703,132583,1860,Above Moderate Income,No,No,No,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2810,183419538.9,69529.07866
6037408705,64333,1876,Low Income,Yes,No,Yes,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2811,20534367.21,19007.95122
6037408707,118714,2141,Above Moderate Income,No,No,No,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2812,53625311.98,38180.36644
6037408722,103274,1231,Above Moderate Income,No,No,No,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2813,22936442.08,21349.28687
6037408724,44413,1527,Very Low Income,Yes,Yes,Yes,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2814,5964600.646,9881.149904
6037408725,65341,1926,Low Income,Yes,No,Yes,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2815,20856279.18,25546.12177
6037408800,40108,1652,Very Low Income,Yes,Yes,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2816,19151068.95,19795.83762
6037408900,67209,2458,Low Income,Yes,No,Yes,District 5,City of La Verne,SPA 3 - San Gabriel,2817,34067697.67,24093.51075
6037409000,62894,2091,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2818,84555857.29,58547.50124
6037409100,71384,1381,Low Income,Yes,No,Yes,District 1,Unincorporated - Hacienda Heights,SPA 3 - San Gabriel,2819,16908574.98,23901.45264
6037430003,114654,1605,Above Moderate Income,No,No,No,District 5,City of Duarte,SPA 3 - San Gabriel,2820,128470313.8,75095.74207
6037430004,78056,1012,Low Income,Yes,No,Yes,District 5,City of Duarte,SPA 3 - San Gabriel,2821,12275811.56,16466.01196
6037430005,92194,1280,Low Income,No,No,Yes,District 5,City of Duarte,SPA 3 - San Gabriel,2822,11164329.4,15470.68464
6037430101,49432,1847,Very Low Income,Yes,No,Yes,District 5,City of Duarte,SPA 3 - San Gabriel,2823,21334324.66,19937.5989
6037430102,82651,1238,Low Income,No,No,Yes,District 5,City of Duarte,SPA 3 - San Gabriel,2824,13790608.88,18807.31416
6037430200,109519,423,Above Moderate Income,No,No,No,District 5,City of Bradbury,SPA 3 - San Gabriel,2825,55677513.49,35859.97519
6037430301,130598,1631,Above Moderate Income,No,No,No,District 5,City of Monrovia,SPA 3 - San Gabriel,2826,262616702,84409.31341
6037430302,93750,2145,Low Income,No,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2827,20898099.7,23242.88949
6037430400,129750,1447,Above Moderate Income,No,No,No,District 5,City of Arcadia,SPA 3 - San Gabriel,2828,38951140.32,34400.62548
6037430501,147169,1707,Above Moderate Income,No,No,No,District 5,City of Sierra Madre,SPA 3 - San Gabriel,2829,50611274.39,32607.77693
6037430502,79167,2972,Low Income,Yes,No,Yes,District 5,City of Sierra Madre,SPA 3 - San Gabriel,2830,31695553.25,25000.61115
6037430600,151850,1410,Above Moderate Income,No,No,No,District 5,City of Arcadia,SPA 3 - San Gabriel,2831,39839200.23,35196.7427
6037430701,85536,1899,Low Income,No,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2832,31955337.33,26919.97251
6037430721,70221,1341,Low Income,Yes,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2833,44239847.22,31482.39221
6037430723,72268,1745,Low Income,Yes,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2834,5198971.974,12804.09758
6037430724,78750,1814,Low Income,Yes,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2835,6209857.326,13340.65093
6037430801,94196,2240,Low Income,No,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2836,18401339.19,17780.47094
6037430802,106902,1347,Above Moderate Income,No,No,No,District 5,City of Arcadia,SPA 3 - San Gabriel,2837,20068335.78,19340.71444
6037430803,81875,1831,Low Income,No,No,Yes,District 5,City of Arcadia,SPA 3 - San Gabriel,2838,24495328.47,21553.18212
6037430901,71667,1520,Low Income,Yes,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2839,12525290.85,14926.95634
6037430902,90930,1708,Low Income,No,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2840,12629616.99,16643.72618
6037431002,48917,1206,Very Low Income,Yes,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2841,14578624.38,17048.64185
6037431003,69708,1474,Low Income,Yes,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2842,9192794.113,13223.46296
6037577605,104926,2054,Above Moderate Income,No,No,No,District 4,City of Long Beach,SPA 8 - South Bay,2843,19689600.94,19854.48751
6037577606,116900,1536,Above Moderate Income,No,No,No,District 4,City of Long Beach,SPA 8 - South Bay,2844,12469864.71,17491.41835
6037577700,69146,1214,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2845,13616840.69,18926.20028
6037577800,97500,1322,Above Moderate Income,No,No,No,District 4,City of Downey,SPA 7 - East,2846,18813760.96,22454.22453
6037577900,77220,2463,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2847,19019660.03,20874.39187
6037578000,46018,1569,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2848,19821795.44,22475.27245
6037578100,,0,,,,,District 4,City of Long Beach,SPA 8 - South Bay,2849,18516371.52,18912.70949
6037599000,78254,1637,Low Income,Yes,No,Yes,District 4,City of Avalon,SPA 8 - South Bay,2850,35664503.17,28399.1163
6037599100,,79,,,,,District 4,Unincorporated - Santa Catalina Island,SPA 8 - South Bay,2851,3698756367,554591.2599
6037600100,37443,2193,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2852,8145826.702,12352.68032
6037600201,41199,1305,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2853,6311706.882,11426.20451
6037600202,34375,2220,Extremely Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2854,8950420.441,14564.11253
6037600302,58287,977,Very Low Income,Yes,No,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2855,8835937.301,11971.18731
6037600303,26683,1262,Extremely Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2856,3913791.059,9114.251171
6037600304,36056,1046,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2857,4780190.866,9643.085392
6037600400,63702,1453,Low Income,Yes,No,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,2858,10556116.56,16001.30303
6037600501,86985,869,Low Income,No,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2859,7116461.409,10669.26543
6037600601,83599,881,Low Income,No,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2860,6965455.273,10542.15348
6037600602,48173,704,Very Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2861,7443353.866,10854.65517
6037600702,109142,1598,Above Moderate Income,No,No,No,District 2,City of Inglewood,SPA 8 - South Bay,2862,26101481.88,23989.45696
6037600703,80446,766,Low Income,No,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2863,5549320.959,10845.64441
6037600704,76106,1176,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2864,10424291.02,12988.66724
6037600801,111725,1259,Above Moderate Income,No,No,No,District 2,City of Inglewood,SPA 8 - South Bay,2865,10462808.55,13231.90326
6037600802,56920,1161,Very Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2866,20967942.39,20297.20764
6037600902,41967,2394,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2867,8555265.363,13375.64407
6037600911,63833,1086,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2868,7288004.776,11169.94978
6037600912,61555,1424,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2869,11735596.76,15193.00044
6037601001,36250,1122,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2870,9587666.713,13981.92818
6037601002,46597,1997,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2871,6807170.247,11117.38156
6037601100,43661,2023,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2872,6900459.722,10510.06167
6037601202,68750,1059,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2873,7065105.553,10672.56284
6037601211,43873,1104,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2874,6207755.752,10171.05305
6037601212,54671,1987,Very Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2875,6305633.373,10073.38321
6037601301,65579,733,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2876,6624762.414,10991.59161
6037601302,62143,2656,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2877,13166448.84,19301.60327
6037601303,45563,2163,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2878,4701154.505,8829.960974
6037601401,50655,1709,Very Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2879,16764605.21,18166.94518
6037577604,109750,789,Above Moderate Income,No,No,No,District 4,City of Long Beach,SPA 8 - South Bay,2880,16578437.19,28779.3747
6037601402,77908,1375,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,2881,10584717.57,13247.20224
6037601501,36737,1036,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2882,5082364.584,10467.67108
6037601502,50000,888,Very Low Income,Yes,No,Yes,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2883,5265980.213,11426.73317
6037601600,45458,1255,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2884,9864465.688,12848.54196
6037601700,37045,1344,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - Lennox,SPA 8 - South Bay,2885,8183626.183,12637.77768
6037104124,71000,1282,Low Income,Yes,No,Yes,District 5,Unincorporated - Kagel/Lopez Canyons,SPA 2 - San Fernando,2886,47953358.18,37473.81413
6037104201,71447,922,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2887,11778994.4,14691.89725
6037104203,45972,1155,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2888,7619758.298,11052.52665
6037104204,59844,754,Low Income,Yes,No,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,2889,28691700.75,29780.43111
6037104310,90893,932,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2890,16008672.98,19026.18369
6037104321,31645,983,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2891,5595372.672,10641.69763
6037104322,66083,469,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2892,7498677.063,14606.38334
6037104401,59464,632,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2893,7474268.694,12419.64432
6037104403,68929,576,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2894,7398381.782,16067.75816
6037104404,53594,761,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2895,5808075.994,10935.70719
6037104500,65956,611,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2896,5715318.893,11300.66448
6037104610,57188,698,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2897,6371675.476,11599.24179
6037104620,68750,694,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2898,5716579.417,11300.43604
6037104701,42542,886,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2899,5925369.99,11097.72724
6037104703,42589,583,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2900,12497379.48,15258.61299
6037104704,44647,1209,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2901,17921965.63,16919.19649
6037104821,70655,739,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2902,5724316.278,11302.24063
6037104822,53542,650,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2903,6475210.704,13768.63873
6037104823,90852,699,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2904,5718934.258,11300.80232
6037104824,73365,508,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,2905,6374083.489,11599.67794
6037106010,96964,932,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2906,27335436.66,23881.06548
6037106020,85800,1302,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2907,21441404.4,22165.12784
6037106111,107277,1349,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2908,29954716.93,27404.36261
6037106112,96688,1345,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2909,34795935.41,48958.70633
6037106113,99952,973,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2910,15561539.03,19777.67377
6037106114,65970,1641,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2911,10988107.55,17058.26613
6037106403,82875,821,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2912,11902775.6,14300.03873
6037106405,64490,1186,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2913,12580823.13,14491.03906
6037106406,89059,1811,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2914,21572409.72,20945.55233
6037106407,33125,839,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2915,2497837.99,6355.491211
6037106408,54038,988,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2916,2465520.919,6295.508312
6037106510,85032,1717,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2917,62138891.18,36810.41741
6037106520,71435,1435,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2918,23742776.98,19779.18918
6037106603,130806,1191,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2919,111070288.8,48129.24643
6037106604,56794,1225,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2920,28109094.61,26134.1978
6037106641,111000,768,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2921,12439769.27,18205.31843
6037106642,112273,1144,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2922,16922656.17,19793.7826
6037106643,176429,1378,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2923,46652067.06,31847.06604
6037106645,114295,1289,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2924,26946666.13,29643.97058
6037106646,111758,963,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,2925,16141372.48,23002.46204
6037106648,72165,1011,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2926,8770048.66,12817.02777
6037106649,94471,665,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2927,11900113.87,19875.86876
6037107010,71546,779,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,2928,7378650.451,12969.89638
6037216902,95337,1190,Moderate Income,No,No,Yes,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2929,4207215.775,9158.065431
6037217001,105532,1020,Above Moderate Income,No,No,No,District 3,Los Angeles - Crestview,SPA 5 - West,2930,5932737.093,10781.49167
6037217002,98265,1938,Above Moderate Income,No,No,No,District 3,Los Angeles - Crestview,SPA 5 - West,2931,8310430.762,11537.25747
6037217101,85294,908,Low Income,No,No,Yes,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2932,4274959.882,9355.779926
6037217102,67212,1273,Low Income,Yes,No,Yes,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2933,5389199.599,9500.850443
6037217200,60250,1736,Low Income,Yes,No,Yes,District 2,Los Angeles - Mid-city,SPA 4 - Metro,2934,9910637.518,15000.92524
6037218110,39335,1249,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2935,6462720.51,12750.58451
6037218120,33902,1360,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,2936,4789315.242,8883.841242
6037218210,38207,1190,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - St Elmo Village,SPA 4 - Metro,2937,4174755.21,8767.262446
6037218220,73455,1442,Low Income,Yes,No,Yes,District 2,Los Angeles - Lafayette Square,SPA 4 - Metro,2938,7202036.963,11673.24427
6037218300,59149,2302,Low Income,Yes,No,Yes,District 2,Los Angeles - Cloverdale/Cochran,SPA 4 - Metro,2939,9721211.265,17303.9296
6037218400,67426,1413,Low Income,Yes,No,Yes,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,2940,6980031.273,12172.12756
6037218500,43156,959,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,2941,5644938.34,10970.17719
6037218600,61970,1134,Low Income,Yes,No,Yes,District 2,Los Angeles - Longwood,SPA 6 - South,2942,4579166.224,8896.786943
6037218701,58000,858,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Wellington Square,SPA 6 - South,2943,5970334.19,10677.08646
6037218702,41705,868,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wellington Square,SPA 6 - South,2944,3863251.223,10277.68971
6037218800,45880,972,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2945,4408954.67,9003.460742
6037218900,44652,2226,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2946,7590636.39,11501.14015
6037219010,53088,1044,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Jefferson Park,SPA 6 - South,2947,4746129.565,9379.451136
6037219020,59327,1366,Low Income,Yes,No,Yes,District 2,Los Angeles - Jefferson Park,SPA 6 - South,2948,7814189.071,11235.00058
6037219300,51941,1461,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2949,7032522.358,11229.4923
6037219500,76750,833,Low Income,Yes,No,Yes,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2950,5980859.906,10424.03707
6037219700,55214,1328,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Exposition,SPA 6 - South,2951,11747848.22,16573.54475
6037219800,46625,978,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Alsace,SPA 6 - South,2952,4802367.251,9731.285899
6037219901,45318,1515,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Alsace,SPA 6 - South,2953,5688670.425,10072.62767
6037219902,59901,1075,Low Income,Yes,No,Yes,District 2,Los Angeles - Alsace,SPA 6 - South,2954,8665149.896,13255.38859
6037220000,37805,2114,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Crenshaw District,SPA 6 - South,2955,10481820.83,12777.39618
6037220100,33944,1102,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,2956,10553580.63,16872.26255
6037221110,34261,1071,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2957,2543189.478,6917.142183
6037221120,44265,798,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,2958,3461839.033,7508.702186
6037221210,53453,877,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2959,3886574.75,8400.448346
6037221220,52623,972,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2960,7061620.8,10517.00659
6037221302,33873,1266,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2961,4979090.126,10182.99783
6037221303,34643,728,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2962,2529230.908,6479.802078
6037221304,47604,1167,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,2963,2439438.5,6306.027579
6037221401,25747,1159,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2964,5807308.304,9622.084149
6037221402,36289,945,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2965,5758103.041,12851.78756
6037221500,29536,1095,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2966,4097488.707,8382.655715
6037221601,46645,969,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2967,3980776.46,8298.425995
6037221602,41125,923,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2968,5577270.451,11987.07714
6037221710,43938,965,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - West Adams,SPA 6 - South,2969,3536802.525,8105.219435
6037221810,26694,904,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,2970,3275873.116,7474.754211
6037221820,13630,957,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,2971,2200173.892,5840.162706
6037221900,17768,902,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,2972,4403034.389,10551.99092
6037431004,72986,1185,Low Income,Yes,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2973,9758643.193,13607.27217
6037431100,67500,2236,Low Income,Yes,No,Yes,District 5,City of Monrovia,SPA 3 - San Gabriel,2974,32357450.28,26266.46844
6037431200,86951,1468,Low Income,No,No,Yes,District 5,Unincorporated - Duarte,SPA 3 - San Gabriel,2975,16009333.51,20104.4155
6037431300,103846,826,Above Moderate Income,No,No,No,District 5,Unincorporated - Monrovia,SPA 3 - San Gabriel,2976,8810571.037,14328.74529
6037431400,74306,1351,Low Income,Yes,No,Yes,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,2977,19603461.15,19642.53723
6037431501,57012,1506,Very Low Income,Yes,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,2978,11284105.59,14510.76367
6037431502,65625,1356,Low Income,Yes,No,Yes,District 5,Unincorporated - Arcadia,SPA 3 - San Gabriel,2979,21890318.19,22471.30061
6037431600,102025,1387,Above Moderate Income,No,No,No,District 5,City of Arcadia,SPA 3 - San Gabriel,2980,22891921.21,21427.06331
6037431701,112924,2101,Above Moderate Income,No,No,No,District 5,City of Arcadia,SPA 3 - San Gabriel,2981,35328793.7,25271.95493
6037431800,87148,1875,Low Income,No,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,2982,14615008.83,16208.30307
6037431900,71468,1318,Low Income,Yes,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,2983,10680704.02,13982.02792
6037432001,99767,591,Above Moderate Income,No,No,No,District 5,City of Temple City,SPA 3 - San Gabriel,2984,7896812.445,11904.14054
6037432002,64559,1772,Low Income,Yes,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,2985,16279361.96,16723.47086
6037432101,100698,1350,Above Moderate Income,No,No,No,District 5,City of Temple City,SPA 3 - San Gabriel,2986,12438970.77,14572.35447
6037432102,94895,1620,Moderate Income,No,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,2987,20163550.14,18499.48072
6037432201,84412,1356,Low Income,No,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,2988,13120576.62,15008.47399
6037432202,70590,1185,Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,2989,14204910.7,15699.25301
6037432300,53125,1106,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2990,21533801.88,20390.41236
6037432401,57656,1009,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2991,11421760.93,17833.63208
6037432402,57887,1546,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2992,16225572.97,18785.51367
6037432501,55893,1407,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2993,11375621.33,15989.27598
6037432502,71577,912,Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2994,18990685.2,20914.53428
6037432601,73339,1765,Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2995,15138682.54,17299.38323
6037432602,68407,1126,Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2996,11561443.64,14738.65969
6037432700,58750,1422,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2997,20032261.01,22452.49792
6037432801,23487,855,Extremely Low Income,Yes,Yes,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2998,8667596.315,13359.0725
6037432802,50417,1380,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,2999,6409066.047,12016.92888
6037432901,56765,1174,Very Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3000,12191993.66,14071.96775
6037432902,73162,837,Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3001,11673345.25,14825.15046
6037433103,60694,1867,Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3002,22674165.28,23734.22784
6037433200,56371,1672,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3003,19243626.73,22801.01259
6037433302,51538,468,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3004,9148823.429,16702.11983
6037433304,42197,1132,Very Low Income,Yes,Yes,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3005,8566096.965,12728.4808
6037433305,40625,1319,Very Low Income,Yes,Yes,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3006,5494034.056,12347.36222
6037433306,56010,857,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3007,4666767.137,12126.74656
